Class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
lower,-6.969521032714840,4.829104748535160,-4.510675927734380,2.7437551025390600,-0.06703764648437500,0.3950432739257810,-2.3343466186523400,-2.6336218261718700,-7.560888842773440,-7.096413720703130,-9.588777648925780,-15.042769030761700,-9.193734375,-16.907852124023400,-6.236895324707030,-12.363657373046900,-3.5386300537109400,-11.343727465820300,-3.1579519897460900,-10.038887561035200,-1.4628572143554700,-9.871293444824220,-0.6296750366210940,-9.655815295410160,-0.5027823486328130,-9.619902270507810,-1.6543933471679700,-9.765948571777340
lower,-6.318298181152340,5.2648494506835900,-6.797138513183590,5.008669873046880,-6.0333881835937500,5.0014872680664100,-2.31758720703125,3.172317199707030,-0.7302315063476560,-0.22744915771484400,-1.6998831787109400,-2.6791116577148400,-6.9336080078125000,-6.806715319824220,-9.861716638183590,-14.020444921875000,-9.86411083984375,-16.2039568359375,-7.445967163085940,-12.674903588867200,-4.88417138671875,-10.723629235839800,-2.6695348510742200,-9.859322436523440,-2.04943662109375,-10.024522351074200,-2.2936451904296900,-9.502586389160160
lower,-5.592855078125,0.59376201171875,-6.217741711425780,1.9823989746093700,-6.849810949707030,2.7198130859375,-6.715735656738280,2.6958710693359400,-4.99909306640625,2.1835119140625000,-2.8227637573242200,0.6177040283203130,-4.620809204101560,-1.0534487304687500,-7.017405065917970,-4.1946413085937500,-8.130708837890630,-7.912836486816410,-7.606378674316410,-10.867281335449200,-8.264784130859370,-11.961431494140600,-6.591237170410160,-11.520898388671900,-5.566518859863280,-10.448296044921900,-4.108450048828130,-10.299855541992200
lower,-6.849810949707030,3.744531396484380,-5.743689782714840,2.906560815429690,-5.853823059082030,1.8626888916015600,-5.240907434082030,0.23223756103515600,-4.177881896972660,-3.342305517578130,-7.630320690917970,-5.4707507934570300,-8.664615808105470,-9.598354455566410,-8.616731774902340,-11.226411584472700,-8.722076647949220,-10.692504614257800,-6.373364819335940,-11.176133349609400,-4.766855505371090,-11.312602844238300,-2.568978381347660,-11.2240173828125,-2.3319524169921900,-9.200916979980470,-2.0829554443359400,-9.325415466308590
lower,-4.44363828125,1.66636435546875,-5.889736083984380,3.375824340820310,-6.459556079101560,3.584119885253910,-5.781997009277340,2.961627453613280,-5.027823486328130,2.712630480957030,-4.410119458007810,1.5969325073242200,-4.716577270507810,-0.6344634399414060,-5.717353564453120,-3.2130186279296900,-6.076483813476560,-8.341398583984380,-10.63025537109380,-13.479355346679700,-10.223241088867200,-13.692439294433600,-5.123591552734380,-11.089942089843700,-4.295197778320310,-10.402806213378900,-3.5410242553710900,-9.945513696289060
lower,-6.888118176269530,3.8857892944335900,-7.589619262695310,3.9408559326171900,-6.9527616210937500,3.6942531616210900,-5.492298608398440,3.995922570800780,-4.805162731933590,2.839523168945310,-3.2561142578125,1.20667763671875,-3.220201232910160,-1.649604943847660,-5.758054992675780,-6.050147595214840,-7.230489013671880,-10.599130749511700,-7.4411787597656200,-15.260641381835900,-8.384494213867190,-13.338097448730500,-4.80755693359375,-11.975796704101600,-4.486733911132810,-10.673351000976600,-3.555389465332030,-9.76116016845703
lower,-5.705382556152340,1.7477672119140600,-6.888118176269530,3.699041564941410,-6.849810949707030,4.273649963378910,-6.347028601074220,3.727771984863280,-6.418854650878910,3.845087866210940,-6.8569935546875,3.0262708984375000,-4.529829541015630,1.6519991455078100,-1.697488977050780,-0.5410895751953120,-4.2329485351562500,-4.3813890380859400,-8.06367119140625,-9.260772021484380,-9.267954626464840,-13.998897106933600,-8.389282617187500,-13.898340637207000,-5.88015927734375,-11.305420239257800,-4.967968444824220,-10.702081420898400
lower,-6.600813977050780,1.7836802368164100,-6.356605407714840,2.4899697265625,-6.349422802734380,3.440467785644530,-7.062894897460940,3.5122938354492200,-6.713341455078120,3.4332851806640600,-4.386177441406250,1.2569558715820300,-2.3415292236328100,-0.062249243164062500,-2.059013427734380,-4.678270043945310,-10.105925207519500,-7.453149768066410,-11.824961999511700,-14.865598107910200,-7.153874560546880,-15.818490368652300,-5.576095666503910,-11.640608471679700,-3.9719805541992200,-10.694898815918000,-3.6343981201171900,-9.600748657226560
lower,-6.445190869140630,3.323151904296880,-5.760449194335940,3.5889082885742200,-5.971138940429690,3.5386300537109400,-4.8314989501953100,3.4931402221679700,-3.81156904296875,2.2026655273437500,-2.9041666137695300,-0.01915361328125,-2.858676782226560,-3.347093920898440,-5.561730456542970,-7.9104422851562500,-8.10197841796875,-13.96298408203130,-12.490550061035200,-15.028403820800800,-8.192958081054690,-12.186486450195300,-5.9783215454101600,-8.614337573242190,-3.6727053466796900,-9.296685046386720,-3.4093431640625,-9.279925634765620
lower,-8.058882788085940,2.612074011230470,-8.185775476074220,2.8107927490234400,-7.474697583007810,2.6910826660156200,-5.662286926269530,1.7573440185546900,-3.0166940917968700,-0.45010991210937500,-1.5825672973632800,-1.0534487304687500,-4.5968671875,-3.411737365722660,-6.6151791870117200,-8.966285217285160,-9.86411083984375,-13.196839550781200,-8.09479581298828,-14.997279199218700,-6.792350109863280,-12.842497705078100,-3.4931402221679700,-10.824185705566400,-2.375048046875,-10.129867224121100,-2.1068974609375000,-8.647856396484380
lower,-7.4603323730468700,3.356670727539060,-8.367734802246090,3.536235852050780,-8.346186987304690,3.019088293457030,-8.066065393066410,2.817975354003910,-7.218518005371090,2.7653029174804700,-5.95677373046875,1.0821791503906200,-2.4588451049804700,-0.36152445068359400,-3.3255461059570300,-1.4341267944335900,-5.7700260009765600,-5.2648494506835900,-10.520122094726600,-10.790666882324200,-7.857769848632810,-17.34599102783200,-8.667010009765620,-12.820949890136700,-5.027823486328130,-11.288660827636700,-3.526659045410160,-9.751583361816410
lower,-8.645462194824220,1.9033903198242200,-6.739677673339840,1.2018892333984400,-0.16998831787109400,0.3591302490234380,-1.6112977172851600,-2.3822306518554700,-5.487510205078130,-6.330269189453130,-10.263942517089800,-9.835380419921870,-10.874463940429700,-12.428300817871100,-8.769960681152340,-11.748347546386700,-6.349422802734380,-10.771513269043000,-5.032611889648440,-10.01015714111330,-3.6727053466796900,-9.583989245605470,-3.086125939941410,-9.634267480468750,-2.817975354003910,-9.394847314453130,-2.6479870361328100,-9.452308154296870
